Transaction ID,Date,Company,Category,Amount (USD)
TXN000929,2023-07-15,EQUINOX #5274,Health & Fitness,250.10
TXN001240,2023-07-15,CHASE AUTOPAY,Finance,471.60
TXN001241,2023-07-15,BP GAS #736659,Gas & Transport,318.71
TXN001483,2023-07-15,APPLE.COM/BILL,Entertainment,453.02
TXN002477,2023-07-15,OLD NAVY #86026,Clothing,71.08
TXN002543,2023-07-15,VENMO,Finance,256.95
TXN000400,2023-07-16,EXPEDIA*163281304,Travel,347.16
TXN000826,2023-07-16,SOUTHWEST AIR,Travel,162.88
TXN000858,2023-07-16,AA*626003735354,Travel,241.20
TXN001262,2023-07-16,EXXON/MOBIL #5089339,Gas & Transport,341.39
TXN001706,2023-07-16,CVS/PHARM,Health,405.87
TXN000746,2023-07-17,AMERICAN AIRLINES,Travel,34.50
TXN001236,2023-07-17,CHEWY.COM,Pets,235.23
TXN002109,2023-07-17,IKEA.COM/US,Home & Furniture,258.93
TXN002884,2023-07-17,KROGER #845,Groceries,498.23
TXN000792,2023-07-18,VZW*VERIZON,Utilities,491.70
TXN002163,2023-07-18,AIRBNB * YCINLL,Travel,123.40
TXN000180,2023-07-19,CHEWY.COM,Pets,268.51
TXN000733,2023-07-19,PANERABREAD.COM,Food & Drink,174.87
TXN000987,2023-07-19,PUBLIX #4375,Groceries,123.53
TXN001594,2023-07-19,COSTCO GAS #0643,Shopping,380.46
TXN002391,2023-07-19,VERIZON WIRELESS,Utilities,469.10
TXN002691,2023-07-20,SOUTHWEST AIR,Travel,339.03
TXN001020,2023-07-21,UBER* EATS,Food & Drink,218.58
TXN001309,2023-07-21,LINKEDIN LEARNING,Education,323.11
TXN001386,2023-07-21,HILTON HHONORS,Travel,497.10
TXN002346,2023-07-21,VALVE*STEAM,Entertainment,196.08
TXN002540,2023-07-21,AMC THEATRES #8225,Entertainment,119.00
TXN000772,2023-07-22,COMCAST*317804095,Utilities,452.53
TXN002080,2023-07-22,UDEMY.COM*IF4ZOWX8,Education,196.16
TXN002137,2023-07-22,HULU*13587097,Subscriptions,296.64
TXN002181,2023-07-22,BOOKING.COM,Travel,388.64
TXN002603,2023-07-22,UBER *TRIP HELP.UBER.C,Gas & Transport,379.51
TXN002386,2023-07-23,SAFEWAY #2653,Groceries,58.75
TXN002657,2023-07-23,OLDNAVY.COM,Clothing,479.91
TXN002672,2023-07-23,AA*505062605177,Travel,34.39
TXN000436,2023-07-24,BEST BUY #4780880,Electronics,349.85
TXN000680,2023-07-24,EXPEDIA*343265442,Travel,372.68
TXN001652,2023-07-24,AMC #96534,Entertainment,179.13
TXN000401,2023-07-25,ZARA #9908,Clothing,200.62
TXN000950,2023-07-25,AA*404309768467,Travel,53.43
TXN001185,2023-07-25,TJ MAXX #4294021,Clothing,230.79
TXN002361,2023-07-25,VENMO,Finance,33.77
TXN002875,2023-07-25,BP#497887912542,Gas & Transport,83.82
TXN002967,2023-07-25,CONED WEB PAY,Utilities,192.23
TXN000170,2023-07-26,H&M STORE,Clothing,449.17
TXN001194,2023-07-26,AA*621446971452,Travel,203.67
TXN001373,2023-07-26,T-MOBILE*AUTO PAY,Utilities,174.71
TXN001900,2023-07-26,EXPEDIA,Travel,381.53
TXN000563,2023-07-27,RITE AID STORE 6702,Health,471.21
TXN000759,2023-07-27,BOOKING.COM,Travel,167.35
TXN000917,2023-07-27,LYFT *1 LYFT.COM,Gas & Transport,272.95
TXN001107,2023-07-27,CAPITAL ONE ONLINE PMT,Finance,254.89
TXN000294,2023-07-28,NETFLIX.COM,Subscriptions,2.83
TXN000482,2023-07-28,PANERABREAD.COM,Food & Drink,411.40
TXN000678,2023-07-28,WELLS FARGO BANK,Finance,100.96
TXN002307,2023-07-28,ETSY INC,Shopping,329.25
TXN002450,2023-07-28,BESTBUY.COM,Electronics,342.34
TXN002500,2023-07-28,UBER* TRIP HELP.UBER.COM,Gas & Transport,2.62
TXN000286,2023-07-29,PSN*PLAYSTATION,Entertainment,228.10
TXN001167,2023-07-29,TMOBILE*POSTPAID,Utilities,203.20
TXN001529,2023-07-29,NIKE STORE,Clothing,173.90
TXN001641,2023-07-29,MACYS.COM,Clothing,93.07
TXN002213,2023-07-29,SUBWAY #1528944,Food & Drink,403.02
TXN002076,2023-07-30,UDEMY.COM*L9L9LXWB,Education,350.58
TXN002740,2023-07-30,DISNEY PLUS,Subscriptions,77.41
TXN000411,2023-07-31,DUNKIN DONUTS,Food & Drink,387.93
TXN000578,2023-07-31,LYFT *1 LYFT.COM,Gas & Transport,474.58
TXN002159,2023-07-31,COSTCO GAS #0928,Shopping,224.44
TXN001249,2023-08-01,PETCO #24611,Pets,429.39
TXN001854,2023-08-01,UBER *TRIP HELP.UBER.C,Gas & Transport,317.11
TXN002908,2023-08-01,BKG*8962799199054,Travel,478.35
TXN000182,2023-08-02,CVS/PHARM,Health,41.45
TXN000271,2023-08-02,EXXONMOBIL GAS,Gas & Transport,331.09
TXN002226,2023-08-02,BP#597779433888,Gas & Transport,337.29
TXN002414,2023-08-02,GAP.COM,Clothing,393.24
TXN002482,2023-08-02,BKG*1837791733341,Travel,9.26
TXN000488,2023-08-03,PUBLIX #9283,Groceries,52.21
TXN003000,2023-08-03,PLAYSTATION NETWORK,Entertainment,79.33
TXN000649,2023-08-04,CVS/PHARMACY #65523,Health,33.19
TXN001538,2023-08-04,CHASE AUTOPAY,Finance,279.36
TXN001859,2023-08-04,THE HOME DEPOT #5376,Home Improvement,484.25
TXN002816,2023-08-04,Amazon.com*3EPPL3K1,Shopping,364.20
TXN002942,2023-08-04,COURSERA,Education,327.94
TXN000227,2023-08-05,CHEVRON 64978230916815,Gas & Transport,290.79
TXN001078,2023-08-05,TRADER JOE'S #735,Groceries,411.69
TXN001661,2023-08-05,PAYPAL *EBAY,Shopping,117.73
TXN002128,2023-08-05,UDEMY.COM*UA08SDLW,Education,205.81
TXN001325,2023-08-06,GOOGLE *PLAY,Entertainment,50.87
TXN001455,2023-08-06,CVS/PHARM,Health,239.76
TXN000684,2023-08-07,SOUTHWESTAIR.COM,Travel,332.32
TXN001229,2023-08-07,UDEMY,Education,96.67
TXN001321,2023-08-07,AMEX EPAYMENT ACH PMT,Finance,257.38
TXN001571,2023-08-07,T-MOBILE*AUTO PAY,Utilities,25.22
TXN001966,2023-08-07,RITE AID STORE 5655,Health,206.11
TXN002490,2023-08-07,ALDI #34207,Groceries,313.02
TXN000329,2023-08-08,DD/BR #934409,Food & Drink,293.56
TXN000385,2023-08-08,AA*872662961057,Travel,144.67
TXN000167,2023-08-09,SOUTHWEST AIR,Travel,356.08
TXN000357,2023-08-09,HILTON HHONORS,Travel,8.55
TXN001906,2023-08-09,STEAM PURCHASE,Entertainment,215.17
TXN001969,2023-08-09,VZW*VERIZON,Utilities,153.07
TXN000849,2023-08-10,WHOLE FOODS MARKET,Groceries,72.66
TXN001533,2023-08-10,WHOLEFDS LA 719,Groceries,132.49
TXN001691,2023-08-10,AA*192548267907,Travel,209.06
TXN000303,2023-08-11,KROGER FUEL CENTER,Groceries,199.23
TXN000556,2023-08-11,EXXON 67791104829505,Gas & Transport,267.39
TXN000579,2023-08-11,PANERABREAD.COM,Food & Drink,323.59
TXN001468,2023-08-11,STARBUCKS STORE 41183,Food & Drink,136.57
TXN000011,2023-08-12,ADOBE*781322134,Subscriptions,303.20
TXN000540,2023-08-12,APPLE.COM/BILL,Entertainment,197.13
TXN001050,2023-08-12,RITE AID STORE 9358,Health,331.32
TXN001068,2023-08-14,UBER* TRIP HELP.UBER.COM,Gas & Transport,30.11
TXN001495,2023-08-14,PAYPAL *INST XFER,Finance,76.97
TXN002135,2023-08-14,RITE AID STORE 7770,Health,397.96
TXN002804,2023-08-14,ALDI #26628,Groceries,211.96
TXN000736,2023-08-15,VZW*VERIZON,Utilities,89.79
TXN002266,2023-08-15,WALGREENS STORE,Health,497.56
TXN002640,2023-08-15,AMEX EPAYMENT ACH PMT,Finance,150.93
TXN002687,2023-08-15,SAFEWAY #4991,Groceries,159.29
TXN000857,2023-08-16,SOUTHWEST AIR,Travel,311.17
TXN002230,2023-08-16,HOME DEPOT.COM,Home Improvement,147.56
TXN002305,2023-08-16,VENMO,Finance,161.04
TXN000006,2023-08-17,AA*158983497329,Travel,172.14
TXN001517,2023-08-17,Apple Store,Electronics,277.51
TXN001346,2023-08-18,EQUINOX #5387,Health & Fitness,201.54
TXN000430,2023-08-19,UBEREATS,Food & Drink,121.62
TXN001043,2023-08-19,MCDONALDS #47878,Food & Drink,330.09
TXN001151,2023-08-19,DELTA AIR LINES,Travel,421.15
TXN001514,2023-08-19,CHIPOTLE #6553,Food & Drink,300.10
TXN001892,2023-08-19,UBER *TRIP,Gas & Transport,438.02
TXN002677,2023-08-19,EXPEDIA,Travel,140.11
TXN000019,2023-08-20,CAPITAL ONE ONLINE PMT,Finance,49.59
TXN001827,2023-08-20,ADOBE  *ADOBE,Subscriptions,337.57
TXN002342,2023-08-20,STARBUCKS STORE 15379,Food & Drink,179.43
TXN002585,2023-08-20,DUNKIN #300984,Food & Drink,72.07
TXN001076,2023-08-21,SAFEWAY #9680,Groceries,164.01
TXN002418,2023-08-21,WELLS FARGO BANK,Finance,123.22
TXN000100,2023-08-22,BEST BUY CO INC,Electronics,295.20
TXN000794,2023-08-22,WAYFAIR LLC,Home & Furniture,106.38
TXN000380,2023-08-23,CONED WEB PAY,Utilities,432.50
TXN000817,2023-08-23,WAL-MART SUPERCENTER,Shopping,116.20
TXN001175,2023-08-23,HILTON HHONORS,Travel,234.86
TXN000161,2023-08-24,BEST BUY CO INC,Electronics,458.51
TXN001614,2023-08-24,KROGER #989,Groceries,108.62
TXN001944,2023-08-24,BEST BUY CO INC,Electronics,145.96
TXN002244,2023-08-24,BEST BUY #8508435,Electronics,146.77
TXN002435,2023-08-24,CHEVRON 83806964904873,Gas & Transport,56.89
TXN002629,2023-08-24,COMCAST CABLE COMM,Utilities,437.84
TXN000073,2023-08-25,WELLS FARGO BANK,Finance,417.13
TXN000196,2023-08-25,NIKE STORE,Clothing,486.81
TXN000276,2023-08-25,MCDONALD'S F19047,Food & Drink,365.25
TXN001118,2023-08-25,MARRIOTT,Travel,273.61
TXN001136,2023-08-25,WELLS FARGO BANK,Finance,174.45
TXN001653,2023-08-25,ETSY INC,Shopping,456.91
TXN000054,2023-08-26,TMOBILE*POSTPAID,Utilities,467.05
TXN000295,2023-08-26,COURSERA INC,Education,191.39
TXN000304,2023-08-26,BP#131138475263,Gas & Transport,212.90
TXN000843,2023-08-26,APPLE.COM/BILL,Entertainment,327.22
TXN001358,2023-08-26,DOORDASH*DOMINOS,Food & Drink,456.60
TXN001711,2023-08-26,TJMAXX.COM,Clothing,255.99
TXN001965,2023-08-26,EXXON 44788731823128,Gas & Transport,275.70
TXN002056,2023-08-26,CHASE CREDIT CRD EPAY,Finance,16.14
TXN002130,2023-08-26,NATIONALGRIDUS,Utilities,50.22
TXN002149,2023-08-26,WALGREENS #74932,Health,117.45
TXN002627,2023-08-26,AT&T *PAYMENT,Utilities,226.39
TXN000208,2023-08-27,VZW*VERIZON,Utilities,200.23
TXN001038,2023-08-27,COSTCO WHSE #0676,Shopping,266.81
TXN002319,2023-08-27,NIKE STORE,Clothing,141.71
TXN002347,2023-08-28,Amazon.com*O3LM4I9R,Shopping,341.95
TXN002351,2023-08-28,SHELL OIL 96481976851519,Gas & Transport,362.23
TXN002474,2023-08-28,RITE AID STORE 9579,Health,406.16
TXN002678,2023-08-28,LOWE'S #7525,Home Improvement,221.32
TXN002750,2023-08-28,CONED WEB PAY,Utilities,240.31
TXN000256,2023-08-29,DELTA AIR LINES,Travel,379.71
TXN001933,2023-08-29,OLDNAVY.COM,Clothing,118.15
TXN000467,2023-08-30,PAYPAL *PAYMENT,Finance,47.67
TXN000526,2023-08-30,CONED WEB PAY,Utilities,16.91
TXN001009,2023-08-30,SOUTHWEST AIR,Travel,131.52
TXN001532,2023-08-30,SOUTHWEST AIR,Travel,95.09
TXN001727,2023-08-30,SHELL OIL 55938751460569,Gas & Transport,305.81
TXN002160,2023-08-30,DELTA AIR LINES,Travel,202.28
TXN000795,2023-08-31,CHEVRON #761297,Gas & Transport,252.13
TXN002706,2023-08-31,CONED WEB PAY,Utilities,185.66
TXN001031,2023-09-01,VENMO,Finance,382.47
TXN002463,2023-09-01,SAFEWAY #7748,Groceries,484.65
TXN002838,2023-09-01,TARGET.COM,Shopping,61.34
TXN002913,2023-09-01,CAPITAL ONE ONLINE PMT,Finance,243.13
TXN001414,2023-09-02,MCDONALD'S F59147,Food & Drink,431.39
TXN002614,2023-09-02,COURSERA,Education,221.18
TXN000151,2023-09-03,EXPEDIA*183311418,Travel,156.41
TXN001041,2023-09-03,EXPEDIA*423609630,Travel,317.30
TXN001597,2023-09-03,COSTCO.COM,Shopping,161.68
TXN000278,2023-09-04,VALVE*STEAM,Entertainment,231.77
TXN000481,2023-09-04,NETFLIX.COM,Subscriptions,431.27
TXN002436,2023-09-04,GAP.COM,Clothing,298.98
TXN002806,2023-09-04,OLDNAVY.COM,Clothing,409.51
TXN002954,2023-09-04,DISNEYPLUS.COM,Subscriptions,99.06
TXN001499,2023-09-05,ADOBE  *ADOBE,Subscriptions,211.40
TXN001878,2023-09-05,APPLE.COM/BILL,Entertainment,448.49
TXN001995,2023-09-05,EQUINOX #6425,Health & Fitness,20.80
TXN002501,2023-09-05,PUBLIX #714,Groceries,330.41
TXN000176,2023-09-06,CONED WEB PAY,Utilities,447.40
TXN000647,2023-09-06,DOORDASH*PIZZA HUT,Food & Drink,294.74
TXN002994,2023-09-06,WELLS FARGO BANK,Finance,223.07
TXN000133,2023-09-07,AT&T *PAYMENT,Utilities,402.95
TXN000854,2023-09-07,PAYPAL *EBAY,Shopping,224.30
TXN001568,2023-09-07,BESTBUY.COM,Electronics,376.34
TXN001771,2023-09-07,Spotify USA,Subscriptions,469.13
TXN002178,2023-09-07,PETSMART #6294,Pets,413.35
TXN002852,2023-09-07,Amazon.com*F7Q5Z63V,Shopping,240.94
TXN000262,2023-09-08,AIRBNB * UNEORV,Travel,196.68
TXN000445,2023-09-08,WAYFAIR*71291424,Home & Furniture,166.29
TXN001329,2023-09-08,WALGREENS STORE,Health,116.93
TXN001383,2023-09-08,Spotify USA,Subscriptions,334.38
TXN000506,2023-09-09,MARRIOTT,Travel,222.77
TXN001018,2023-09-09,MACY'S #3744,Clothing,110.13
TXN001882,2023-09-09,BEST BUY CO INC,Electronics,93.60
TXN002314,2023-09-09,TJ MAXX #2690478,Clothing,286.01
TXN002724,2023-09-09,AIRBNB * JWNWIE,Travel,341.03
TXN002728,2023-09-09,CVS/PHARM,Health,97.48
TXN000211,2023-09-10,REGAL CINEMAS #3425,Entertainment,491.39
TXN000510,2023-09-10,PLANET FITNESS #6158,Health & Fitness,241.17
TXN000609,2023-09-10,TARGET.COM,Shopping,160.94
TXN000725,2023-09-10,MC DONALDS,Food & Drink,97.46
TXN001266,2023-09-10,HILTON HOTELS,Travel,150.58
TXN001935,2023-09-10,AT&T *PAYMENT,Utilities,184.82
TXN002006,2023-09-11,KROGER FUEL CENTER,Groceries,196.68
TXN002241,2023-09-11,LOWES.COM,Home Improvement,133.63
TXN002336,2023-09-11,WALGREENS #71596,Health,325.38
TXN000225,2023-09-12,SPOTIFY P70337,Subscriptions,377.79
TXN000778,2023-09-12,Google Play,Entertainment,105.00
TXN001137,2023-09-12,NATIONALGRIDUS,Utilities,444.94
TXN001459,2023-09-12,BP#344226288356,Gas & Transport,80.28
TXN002147,2023-09-12,Google Play,Entertainment,462.82
TXN002257,2023-09-12,APPLE.COM/BILL,Entertainment,473.95
TXN002979,2023-09-12,ADOBE*853771383,Subscriptions,328.46
TXN001356,2023-09-13,KROGER #167,Groceries,11.11
TXN001829,2023-09-13,COMCAST*230760855,Utilities,174.03
TXN002298,2023-09-13,CVS/PHARM,Health,70.84
TXN000149,2023-09-14,PUBLIX #1668,Groceries,449.10
TXN000391,2023-09-14,ETSY.COM,Shopping,378.02
TXN001759,2023-09-14,CHEVRON #537601,Gas & Transport,443.09
TXN001833,2023-09-14,PSN*PLAYSTATION,Entertainment,137.77
TXN002901,2023-09-14,ITunes.com/bill,Entertainment,380.59
TXN000093,2023-09-15,THE HOME DEPOT #4484,Home Improvement,124.33
TXN000190,2023-09-15,ETSY INC,Shopping,257.90
TXN000192,2023-09-15,DELTA*034605018604,Travel,258.21
TXN000738,2023-09-15,UDEMY,Education,267.59
TXN000833,2023-09-15,CAPITAL ONE ONLINE PMT,Finance,255.69
TXN001886,2023-09-15,MCDONALD'S F58677,Food & Drink,190.70
TXN002059,2023-09-15,NATIONALGRIDUS,Utilities,5.08
TXN002506,2023-09-15,ETSY.COM,Shopping,166.70
TXN000252,2023-09-16,VALVE*STEAM,Entertainment,329.21
TXN000629,2023-09-16,HOME DEPOT.COM,Home Improvement,133.38
TXN000900,2023-09-16,DOORDASH DASHPASS,Food & Drink,452.69
TXN000962,2023-09-16,CAPITAL ONE ONLINE PMT,Finance,116.88
TXN001947,2023-09-16,IKEA.COM/US,Home & Furniture,80.69
TXN001333,2023-09-17,TMOBILE*POSTPAID,Utilities,274.56
TXN001819,2023-09-17,BEST BUY CO INC,Electronics,216.29
TXN002364,2023-09-17,PETCO #30343,Pets,235.22
TXN001403,2023-09-18,ZARA USA LLC,Clothing,162.15
TXN001957,2023-09-18,HULU,Subscriptions,481.23
TXN002143,2023-09-18,CONED WEB PAY,Utilities,5.14
TXN002360,2023-09-18,NETFLIX.COM,Subscriptions,466.16
TXN002368,2023-09-18,LINKEDIN*PREMIUM,Education,398.75
TXN000484,2023-09-19,RITE AID STORE 2974,Health,493.86
TXN002589,2023-09-19,COMCAST CABLE COMM,Utilities,80.61
TXN002916,2023-09-19,COSTCO.COM,Shopping,410.54
TXN002988,2023-09-19,AMEX EPAYMENT ACH PMT,Finance,381.45
TXN001187,2023-09-20,CONED WEB PAY,Utilities,463.54
TXN002016,2023-09-20,VENMO,Finance,336.96
TXN002397,2023-09-20,HOME DEPOT.COM,Home Improvement,24.40
TXN002404,2023-09-20,PUBLIX #554,Groceries,232.25
TXN002495,2023-09-20,SPOTIFY P12785,Subscriptions,259.45
TXN000289,2023-09-21,GOOGLE *PLAY,Entertainment,468.38
TXN001862,2023-09-21,ETSY.COM,Shopping,119.15
TXN000519,2023-09-22,DUNKIN #364124,Food & Drink,271.40
TXN000589,2023-09-22,MARRIOTT,Travel,253.21
TXN001184,2023-09-22,TMOBILE*POSTPAID,Utilities,428.20
TXN002216,2023-09-22,Spotify USA,Subscriptions,100.48
TXN002821,2023-09-22,HULU,Subscriptions,80.41
TXN000315,2023-09-23,DOORDASH DASHPASS,Food & Drink,141.32
TXN000752,2023-09-23,ATT*BILL PAYMENT,Utilities,201.01
TXN001846,2023-09-23,ZARA #8301,Clothing,195.16
TXN002947,2023-09-23,GAP #19699,Clothing,42.57
TXN000925,2023-09-24,Spotify USA,Subscriptions,270.07
TXN001298,2023-09-24,TARGET.COM,Shopping,73.88
TXN001606,2023-09-24,PANERABREAD.COM,Food & Drink,354.63
TXN001801,2023-09-24,SUBWAY #3773616,Food & Drink,112.66
TXN002043,2023-09-24,TARGET T-2837,Shopping,306.97
TXN001647,2023-09-25,COMCAST CABLE COMM,Utilities,132.19
TXN002531,2023-09-25,TARGET.COM,Shopping,259.11
TXN001382,2023-09-26,EQUINOX #5010,Health & Fitness,92.88
TXN001658,2023-09-26,MCDONALDS #74083,Food & Drink,270.93
TXN002439,2023-09-26,CHEVRON 50800780265045,Gas & Transport,187.40
TXN002690,2023-09-26,TARGET #8666,Shopping,449.55
TXN002825,2023-09-26,PAYPAL *EBAY,Shopping,499.47
TXN000148,2023-09-27,T-MOBILE*AUTO PAY,Utilities,49.17
TXN001916,2023-09-27,PETSMART #4395,Pets,106.38
TXN002223,2023-09-27,GRUBHUB*BURGER JOINT,Food & Drink,240.81
TXN002333,2023-09-27,GOOGLE*SVCSAPPS,Entertainment,20.29
TXN000414,2023-09-28,CVS/PHARMACY #97558,Health,94.83
TXN000780,2023-09-28,AMC #46912,Entertainment,454.53
TXN001719,2023-09-28,BOOKING.COM,Travel,127.34
TXN000301,2023-09-29,WALGREENS #92689,Health,153.20
TXN000572,2023-09-29,PETSMART #7603,Pets,355.73
TXN001352,2023-09-29,KROGER #776,Groceries,321.44
TXN001810,2023-09-29,BP#326701041668,Gas & Transport,190.02
TXN002009,2023-09-29,DOORDASH*SUBWAY,Food & Drink,162.17
TXN002050,2023-09-29,NIKE.COM,Clothing,460.05
TXN000039,2023-09-30,DUNKIN #369498,Food & Drink,361.16
TXN000521,2023-09-30,VENMO,Finance,374.97
TXN001014,2023-09-30,STARBUCKS #64485,Food & Drink,345.98
TXN001140,2023-09-30,REGAL CINEMAS #7397,Entertainment,344.46
TXN002275,2023-09-30,REGAL CINEMAS #6896,Entertainment,321.61
TXN001372,2023-10-01,TJ MAXX #5476015,Clothing,291.63
TXN002074,2023-10-01,AIRBNB * XQLIFA,Travel,122.78
TXN002270,2023-10-01,NETFLIX.COM,Subscriptions,438.36
TXN000128,2023-10-02,BOOKING.COM,Travel,73.14
TXN000973,2023-10-02,AMERICAN AIRLINES,Travel,216.00
TXN002987,2023-10-02,MACY'S #8987,Clothing,397.57
TXN002371,2023-10-03,COURSERA INC,Education,428.18
TXN002665,2023-10-03,WHOLE FOODS MARKET,Groceries,157.59
TXN000923,2023-10-04,HILTON HOTELS,Travel,27.74
TXN001003,2023-10-04,VZWRLSS*APOCC VISE,Utilities,437.84
TXN001327,2023-10-04,EXPEDIA,Travel,171.37
TXN001375,2023-10-04,AMEX EPAYMENT ACH PMT,Finance,142.41
TXN001824,2023-10-04,NETFLIX.COM,Subscriptions,64.43
TXN001996,2023-10-04,MARRIOTT HOTELS,Travel,396.55
TXN002427,2023-10-04,COSTCO WHSE #0937,Shopping,46.13
TXN000558,2023-10-05,GAP.COM,Clothing,373.89
TXN000770,2023-10-05,COSTCO GAS #0736,Shopping,283.49
TXN001099,2023-10-05,CHEWY*82254371,Pets,227.38
TXN001758,2023-10-05,AMEX EPAYMENT ACH PMT,Finance,464.68
TXN000732,2023-10-06,WALGREENS #76872,Health,161.89
TXN001354,2023-10-06,GAP #21733,Clothing,354.39
TXN001505,2023-10-06,AMERICAN AIRLINES,Travel,324.46
TXN001732,2023-10-06,UBER EATS HELP.UBER.COM,Food & Drink,297.49
TXN002119,2023-10-06,PETCO #72288,Pets,374.62
TXN002248,2023-10-06,XBOX GAME PASS,Subscriptions,189.63
TXN000984,2023-10-07,PANERA BREAD #4237,Food & Drink,466.91
TXN001477,2023-10-07,LOWE'S #8293,Home Improvement,330.74
TXN001700,2023-10-07,ETSY INC,Shopping,466.93
TXN001983,2023-10-07,RITE AID STORE 9555,Health,206.35
TXN001268,2023-10-08,COMCAST CABLE COMM,Utilities,305.54
TXN002851,2023-10-08,BP GAS #917941,Gas & Transport,255.25
TXN000135,2023-10-09,UDEMY.COM*8ZSYZX9A,Education,341.26
TXN001281,2023-10-09,WAYFAIR*51479385,Home & Furniture,332.98
TXN002303,2023-10-09,LINKEDIN*PREMIUM,Education,471.01
TXN002468,2023-10-09,MICROSOFT*MSBILL,Subscriptions,78.69
TXN000223,2023-10-10,COSTCO.COM,Shopping,394.47
TXN001703,2023-10-10,CHEVRON #878896,Gas & Transport,332.70
TXN001789,2023-10-10,CAPITAL ONE ONLINE PMT,Finance,460.89
TXN000340,2023-10-11,VENMO,Finance,437.30
TXN000381,2023-10-11,SHELL OIL 69842767310075,Gas & Transport,129.90
TXN000691,2023-10-11,BESTBUY.COM,Electronics,59.29
TXN001117,2023-10-11,TJMAXX.COM,Clothing,344.64
TXN001245,2023-10-11,HOME DEPOT.COM,Home Improvement,257.52
TXN001813,2023-10-11,ZARA #6992,Clothing,156.69
TXN002909,2023-10-12,LINKEDIN LEARNING,Education,219.88
TXN000171,2023-10-13,BOOKING.COM,Travel,361.87
TXN000926,2023-10-13,WALGREENS #78993,Health,495.31
TXN001675,2023-10-13,MICROSOFT 365,Subscriptions,188.14
TXN002519,2023-10-13,WHOLEFDS NYC 183,Groceries,113.17
TXN000186,2023-10-14,DOORDASH*SUBWAY,Food & Drink,303.42
TXN001472,2023-10-14,ITunes.com/bill,Entertainment,348.29
TXN001508,2023-10-14,EXXON 48091896006520,Gas & Transport,14.67
TXN000087,2023-10-15,TRADER JOE'S #971,Groceries,123.23
TXN000739,2023-10-15,APPLE.COM/BILL,Entertainment,140.96
TXN001155,2023-10-15,AMZ*T52QCMX7,Shopping,381.50
TXN000202,2023-10-16,CVS/PHARM,Health,426.21
TXN000389,2023-10-16,PAYPAL *EBAY,Shopping,248.16
TXN000940,2023-10-16,SHELL OIL 38163441226269,Gas & Transport,472.41
TXN001256,2023-10-16,T-MOBILE*AUTO PAY,Utilities,299.97
TXN002141,2023-10-16,COURSERA INC,Education,314.54
TXN000089,2023-10-17,PAYPAL *EBAY,Shopping,270.97
TXN002887,2023-10-17,AA*317828847417,Travel,262.55
TXN000226,2023-10-18,PUBLIX #9786,Groceries,329.42
TXN000272,2023-10-18,NIKE.COM,Clothing,21.76
TXN002322,2023-10-18,COMCAST CABLE COMM,Utilities,457.54
TXN000706,2023-10-19,LINKEDIN*PREMIUM,Education,492.82
TXN001557,2023-10-19,DISNEYPLUS.COM,Subscriptions,40.16
TXN001803,2023-10-19,NETFLIX.COM,Subscriptions,51.94
TXN002170,2023-10-19,TJMAXX.COM,Clothing,196.11
TXN002552,2023-10-19,STARBUCKS #82514,Food & Drink,355.83
TXN000162,2023-10-20,UDEMY,Education,298.33
TXN000527,2023-10-20,SUBWAY #45768,Food & Drink,157.35
TXN001340,2023-10-20,VENMO,Finance,436.08
TXN002350,2023-10-20,PANERA BREAD #5632,Food & Drink,86.61
TXN002680,2023-10-20,SOUTHWEST AIR,Travel,57.34
TXN000061,2023-10-21,DELTA AIR LINES,Travel,329.86
TXN000670,2023-10-21,CHASE AUTOPAY,Finance,118.51
TXN000723,2023-10-21,CAPITAL ONE ONLINE PMT,Finance,276.63
TXN001213,2023-10-21,ADOBE*657077556,Subscriptions,158.00
TXN001230,2023-10-21,GAP #50010,Clothing,178.01
TXN002843,2023-10-21,AIRBNB * UMDFNY,Travel,102.16
TXN000297,2023-10-22,DOORDASH*PIZZA HUT,Food & Drink,48.69
TXN000404,2023-10-22,VENMO,Finance,104.82
TXN000666,2023-10-22,AIRBNB PAYMENTS,Travel,373.30
TXN002653,2023-10-22,UDEMY.COM*EX03C2R9,Education,262.63
TXN002793,2023-10-22,OLDNAVY.COM,Clothing,70.02
TXN001225,2023-10-23,PANERA BREAD #8754,Food & Drink,381.82
TXN002661,2023-10-23,SHELL SERVICE STATION,Gas & Transport,75.49
TXN000189,2023-10-24,DELTA*319385340428,Travel,238.66
TXN000517,2023-10-24,ALDI #41251,Groceries,382.53
TXN001985,2023-10-24,UBER *TRIP,Gas & Transport,400.54
TXN002530,2023-10-24,PUBLIX #8334,Groceries,417.75
TXN001805,2023-10-25,OLDNAVY.COM,Clothing,471.23
TXN000377,2023-10-26,COSTCO WHSE #0270,Shopping,172.78
TXN001673,2023-10-26,STEAM PURCHASE,Entertainment,223.55
TXN001913,2023-10-26,ETSY INC,Shopping,203.44
TXN000613,2023-10-27,WELLS FARGO BANK,Finance,36.29
TXN001349,2023-10-27,ZARA USA LLC,Clothing,181.40
TXN001395,2023-10-27,UBER *TRIP,Gas & Transport,123.54
TXN000029,2023-10-28,PETSMART #1693,Pets,381.30
TXN000976,2023-10-28,SOUTHWESTAIR.COM,Travel,326.56
TXN001493,2023-10-28,UDEMY,Education,275.30
TXN002869,2023-10-28,BEST BUY #6315183,Electronics,444.61
